zakazchik;inn;kpp;predmet;planiruemaya_data_razmeshcheniya;srok_ispolneniya_dogovora;summa;sposob_zakupki;okpd2;data_razmeshcheniya;plan_reg_nomer;nomer_pozicii;klyuch;centrobezhnyy_predmet;priznak_centrobezhnosti;data_v_budushchem;nash_spisok_202;istochnik;ssylka;predmet_bez_proekta;brak
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УСТЬ-СРЕДНЕКАНГЭССТРОЙ""";4909095279;272101001;ОКПД2 38.11 Оказание услуг по сбору, транспортировке, утилизации, обработке, обезвреживанию, размещению отходов 3-4 классов опасности в г. Владивосток, в рамках реализации проекта «Реконструкция энергетического производственно-технологического комплекса Владивостокской ТЭЦ-2 с заменой турбоагрегатов ст. №№ 1, 2, 3 и установкой 3 котлоагрегатов по 540 т/ч каждый» по этапу реконструкции №2;08.2025;09.2026;24 682 860,67 ₽;аукцион+СМСП;;19.12.2024;2240784404;88;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=e3d5f837-535c-4ace-b657-29cb929eed1d_bdb0d2f0-db5a-4449-bd70-55676be3332c&infoGuid=e3d5f837-535c-4ace-b657-29cb929eed1d;ОКПД2 38.11 Оказание услуг по сбору, транспортировке, утилизации, обработке, обезвреживанию, размещению отходов 3-4 классов опасности в г. Владивосток,;ключ только в названии проекта
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УСТЬ-СРЕДНЕКАНГЭССТРОЙ""";4909095279;272101001;ОКПД2 25.73.3 Поставка материалов для оснащения строительной лаборатории в г. Владивосток в рамках реализации проекта «Реконструкция энергетического производственно-технологического комплекса Владивостокской ТЭЦ-2 с заменой турбоагрегатов ст. №№1, 2, 3 и установкой 3 котлоагрегатов по 540 т/ч каждый» Этап Реконструкции №2.;08.2025;11.2025;772 650,00 ₽;ЗК+СМСП;;19.12.2024;2240784404;119;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=e3d5f837-535c-4ace-b657-29cb929eed1d_2507fd5e-c271-4591-a992-77f6effc37c0&infoGuid=e3d5f837-535c-4ace-b657-29cb929eed1d;ОКПД2 25.73.3 Поставка материалов для оснащения строительной лаборатории в г. Владивосток;ключ только в названии проекта
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УСТЬ-СРЕДНЕКАНГЭССТРОЙ""";4909095279;272101001;ОКПД2 28.29.12.110 Поставка сепаратора конденсата калориферов котлоагрегата ст.№3 в рамках реализации проекта «Реконструкция энергетического производственно-технологического комплекса Владивостокской ТЭЦ-2 с заменой турбоагрегатов ст. №№ 1, 2, 3 и установкой 3-х котлоагрегатов по 540 т/ч каждый» Этап Реконструкции№3;08.2025;03.2026;1 654 369,00 ₽;ЗК+СМСП;;19.12.2024;2240784404;570;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=e3d5f837-535c-4ace-b657-29cb929eed1d_1f1a887e-e405-47d2-8c2b-5758687dab5a&infoGuid=e3d5f837-535c-4ace-b657-29cb929eed1d;ОКПД2 28.29.12.110 Поставка сепаратора конденсата калориферов котлоагрегата ст.№3;ключ только в названии проекта
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УСТЬ-СРЕДНЕКАНГЭССТРОЙ""";4909095279;272101001;ОКПД2 25.73.30 Поставка порохового монтажного пистолета и комплектующих в г. Владивосток, в рамках реализации проекта «Реконструкция энергетического производственно-технологического комплекса Владивостокской ТЭЦ-2 с заменой турбоагрегатов ст. №№ 1, 2, 3 и установкой 3 котлоагрегатов по 540 т/ч каждый» Этап Реконструкции №2;08.2025;10.2025;997 086,60 ₽;ЗК+СМСП;;19.12.2024;2240784404;105;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=e3d5f837-535c-4ace-b657-29cb929eed1d_eb1e6c33-d6dd-49a0-801b-04c2d46d7fa7&infoGuid=e3d5f837-535c-4ace-b657-29cb929eed1d;ОКПД2 25.73.30 Поставка порохового монтажного пистолета и комплектующих в г. Владивосток,;ключ только в названии проекта
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УСТЬ-СРЕДНЕКАНГЭССТРОЙ""";4909095279;272101001;ОКПД2 25.11.2 Поставка металлоконструкций в рамках реализации проекта «Реконструкция энергетического производственно-технологического комплекса Владивостокской ТЭЦ-2 с заменой турбоагрегатов ст. №№1, 2, 3 и установкой 3-х котлоагрегатов по 540 т/ч каждый» Этап Реконструкции №3;08.2025;10.2027;657 512 261,39 ₽;конкурс;;19.12.2024;2240784404;498;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=e3d5f837-535c-4ace-b657-29cb929eed1d_f482e6aa-c99b-44a2-aa38-3c563780048f&infoGuid=e3d5f837-535c-4ace-b657-29cb929eed1d;ОКПД2 25.11.2 Поставка металлоконструкций;ключ только в названии проекта
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УСТЬ-СРЕДНЕКАНГЭССТРОЙ""";4909095279;272101001;ОКПД2 28.13 Поставка дизельного винтового компрессора в рамках выполнения генподрядных работ для реализации проекта «Реконструкция энергетического производственно-технологического комплекса Владивостокской ТЭЦ-2 с заменой турбоагрегатов ст.№1, 2, 3 и установкой 3-х котлоагрегатов по 540 т/ч каждый»;08.2025;12.2025;1 273 611,11 ₽;аукцион+СМСП;;19.12.2024;2240784404;122;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=e3d5f837-535c-4ace-b657-29cb929eed1d_d7bf6c18-8b1e-4638-b3b2-b1dcc069993e&infoGuid=e3d5f837-535c-4ace-b657-29cb929eed1d;ОКПД2 28.13 Поставка дизельного винтового компрессора;ключ только в названии проекта
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАЙКАЛЬСКАЯ ЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ""";3808229774;380801001;Оказание услуг по проведению подготовки формуляров на вспомогательные линии турбоагрегатов турбинного цеха Ново-Иркутской ТЭЦ, подлежащие контролю;08.2025;02.2026;990 000,00 ₽;ЗП;;17.12.2024;2240782242;1018;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=f1602716-8f47-4460-ad0b-78774b57f4bd_c02d54c5-915b-4fea-9820-61cc46abf3e3&infoGuid=f1602716-8f47-4460-ad0b-78774b57f4bd;Оказание услуг по проведению подготовки формуляров на вспомогательные линии турбоагрегатов турбинного цеха Ново-Иркутской ТЭЦ, подлежащие контролю;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАЙКАЛЬСКАЯ ЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ""";3808229774;380801001;Выполнение работ по замене линзовых компенсаторов турбоагрегата ст.№5 на филиале НИТЭЦ в г.Иркутске;08.2025;10.2025;787 386,00 ₽;ЗП;;17.12.2024;2240782242;1893;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=f1602716-8f47-4460-ad0b-78774b57f4bd_758c037a-0d6d-4cf2-82d4-35c7c821e8a1&infoGuid=f1602716-8f47-4460-ad0b-78774b57f4bd;Выполнение работ по замене линзовых компенсаторов турбоагрегата ст.№5 на филиале НИТЭЦ в г.Иркутске;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ХАБАРОВСКАЯ РЕМОНТНО-МОНТАЖНАЯ КОМПАНИЯ""";2725031842;272501001;ОКПД2 25.62.10. Механическая обработка рабочих колес 23-28 ступеней ротора цилиндра НД Б-1181451 турбоагрегата К-100-90 ст. №2;08.2025;09.2025;589 396,00 ₽;упрощенная закупка;;12.12.2024;2240780765;600;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=8d16d878-70ec-4f66-9d2a-4529963ee075_4ab7609d-30bc-4ecf-bfb5-cea563d56a3c&infoGuid=8d16d878-70ec-4f66-9d2a-4529963ee075;ОКПД2 25.62.10. Механическая обработка рабочих колес 23-28 ступеней ротора цилиндра НД Б-1181451 турбоагрегата К-100-90 ст. №2;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТЕРРИТОРИАЛЬНАЯ ГЕНЕРИРУЮЩАЯ КОМПАНИЯ №11""";5406323202;550301001;Выполнение строительно-монтажных работ по объекту «Техническое перевооружение турбоагрегата №6 с заменой конденсаторной группы» СП «ТЭЦ-4»;08.2025;06.2026;61 811 318,57 ₽;ЕП;;09.12.2024;2240779399;766;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=66dc45fe-d6f5-4219-b2c6-66e8a42f46d6_130a0181-ffac-4cff-b381-783eaab9e168&infoGuid=66dc45fe-d6f5-4219-b2c6-66e8a42f46d6;Выполнение строительно-монтажных работ по объекту «Техническое перевооружение турбоагрегата №6 с заменой конденсаторной группы» СП «ТЭЦ-4»;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БАШКИРСКАЯ ГЕНЕРИРУЮЩАЯ КОМПАНИЯ""";0277077282;027801001;Разработка энергетических характеристик турбоагрегата № 9 после модернизации с внесение изменений в нормативно-техническую документацию по топливоиспользованию для Стерлитамакской ТЭЦ филиала ООО «БГК»;08.2025;12.2025;1 500 000,00 ₽;ЕП;;09.12.2024;2240779503;1417;турбоагрегат;нет;;нет;нет;реестр позиций ЕИС;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=e7e9c248-4802-4cc5-8b3b-b15b182d99cc_bdd73c74-c3f3-4d23-88f2-2ba8c9bc0103&infoGuid=e7e9c248-4802-4cc5-8b3b-b15b182d99cc;Разработка энергетических характеристик турбоагрегата № 9 после модернизации с внесение изменений в нормативно-техническую документацию по топливоиспользованию для Стерлитамакской ТЭЦ филиала ООО «БГК»;
