nazvanie;inn;nazvanie_egrul;kpp;region;okved;status;rukovoditel;dolzhnost;kandidatov;pochemu
"МУП ""ВОЗРОЖДЕНИЕ""";3311024144;"МУП ""ВОЗРОЖДЕНИЕ""";331101001;Владимирская обл;36.00.1;ACTIVE;Стародубов Александр Александрович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТРАЛИЗОВАННАЯ БУХГАЛТЕРИЯ И СЛУЖБА МАТЕРИАЛЬНО-ТЕХНИЧЕСКОГО ОБЕСПЕЧЕНИЯ И ТРАНСПОРТНОГО ОБСЛУЖИВАНИЯ ОРГАНОВ МЕСТНОГО САМОУПРАВЛЕНИ";6418000864;"МУ ""ЦБ И СЛУЖБА МТО И ТО ОМС МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ П.МИХАЙЛОВСКИЙ""";641801001;Саратовская обл;69.20.2;ACTIVE;Желтова Ольга Васильевна;ДИРЕКТОР;1;один кандидат
"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ХОЗЯЙСТВЕННО-ЭКСПЛУАТАЦИОННОЕ УПРАВЛЕНИЕ БУДЕННОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА СТАВРОПОЛЬСКОГО КРАЯ""";2624035858;"МКУ ""ХЭУ БМО СК""";262401001;Ставропольский край;68.32.2;ACTIVE;Захаров Сергей Олегович;ИСПОЛНЯЮЩИЙ ОБЯЗАННОСТИ ДИРЕКТОРА;1;один кандидат
"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 25 ГЛАВНОГО УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ИРКУТСКОЙ ОБЛАСТИ""";3823001534;ФКУ ИК-25 ГУФСИН РОССИИ ПО ИРКУТСКОЙ ОБЛАСТИ;382301001;Иркутская обл;84.23.4;ACTIVE;Овчинников Андрей Николаевич;НАЧАЛЬНИК;1;один кандидат
"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЛЕЧЕБНОЕ ИСПРАВИТЕЛЬНОЕ УЧРЕЖДЕНИЕ № 7 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ТАМБОВСКОЙ ОБЛАСТИ""";6806001145;ФКУ ЛИУ-7 УФСИН РОССИИ ПО ТАМБОВСКОЙ ОБЛАСТИ;680601001;Тамбовская обл;84.23.4;ACTIVE;Шлыков Олег Валерьевич;НАЧАЛЬНИК;1;один кандидат
"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛЕДСТВЕННЫЙ ИЗОЛЯТОР № 5 ГЛАВНОГО УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО Г. МОСКВЕ""";7712033104;ФКУ СИЗО-5 ГУФСИН РОССИИ ПО Г. МОСКВЕ;774301001;г Москва;84.23.4;ACTIVE;Иваницкий Денис Евгеньевич;НАЧАЛЬНИК;1;один кандидат
"МУРМАНСКИЙ ФИЛИАЛ ФГБУ ""ГЛАВРЫБВОД""";;;;;;;;;;кандидатов нет
АДМИНИСТРАЦИЯ ГОРОДА СУДЖИ  СУДЖАНСКОГО РАЙОНА КУРСКОЙ ОБЛАСТИ;4623002130;АДМИНИСТРАЦИЯ ГОРОДА СУДЖИ СУДЖАНСКОГО РАЙОНА КУРСКОЙ ОБЛАСТИ;462301001;Курская обл;84.11.32;ACTIVE;Слащев Виталий Владимирович;ГЛАВА ГОРОДА СУДЖИ;1;один кандидат
"МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АДМИНИСТРАТИВНО-ХОЗЯЙСТВЕННОГО И ТРАНСПОРТНОГО ОБЕСПЕЧЕНИЯ"" ГОРОДСКОГО ОКРУГА ЗАТО СВЕТЛЫЙ";6434012747;"МУ ""УПРАВЛЕНИЕ АДМИНИСТРАТИВНО-ХОЗЯЙСТВЕННОГО И ТРАНСПОРТНОГО ОБЕСПЕЧЕНИЯ""";643401001;Саратовская обл;82.11;ACTIVE;Дурнов Андрей Владимирович;ДИРЕКТОР;1;один кандидат
"АО ""106 ЭОМЗ""";7718824504;"АО ""106 ЭОМЗ""";771801001;г Москва;26.51.1;ACTIVE;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННАЯ КОРПОРАЦИЯ ""СИСТЕМЫ ПРЕЦИЗИОННОГО ПРИБОРОСТРОЕНИЯ""";;1;один кандидат
"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ОРЛОВСКАЯ ПСИХИАТРИЧЕСКАЯ БОЛЬНИЦА (СТАЦИОНАР) СПЕЦИАЛИЗИРОВАННОГО ТИПА С ИНТЕНСИВНЫМ НАБЛЮДЕНИЕМ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ";5751013073;"ФКУ ""ОРЛОВСКАЯ ПБСТИН"" МИНЗДРАВА РОССИИ";575101001;Орловская обл;86.10;ACTIVE;Басинская Ирина Александровна;ГЛАВНЫЙ ВРАЧ;2;несколько кандидатов, взят первый
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ НАУЧНОЕ УЧРЕЖДЕНИЕ ""ВСЕРОССИЙСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ САХАРНОЙ СВЁКЛЫ И САХАРА ИМЕНИ А.Л. МАЗЛУМОВА""";3625000930;"ФГБНУ ""ВНИИСС ИМ. А.Л. МАЗЛУМОВА""";362501001;Воронежская обл;72.19;ACTIVE;Подпоринова Галина Константиновна;ВРЕМЕННО ИСПОЛНЯЮЩИЙ ОБЯЗАННОСТИ ДИРЕКТОРА;1;один кандидат
"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 12 ГЛАВНОГО УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО РОСТОВСКОЙ ОБЛАСТИ""";6147019932;ФКУ ИК-12 ГУФСИН РОССИИ ПО РОСТОВСКОЙ ОБЛАСТИ;614701001;Ростовская обл;84.23.4;ACTIVE;Газиян Георгий Геннадьевич;НАЧАЛЬНИК;1;один кандидат
УПРАВЛЕНИЕ ФЕДЕРАЛЬНОЙ НАЛОГОВОЙ СЛУЖБЫ ПО КАБАРДИНО-БАЛКАРСКОЙ РЕСПУБЛИКЕ;0721009610;УФНС РОССИИ ПО КАБАРДИНО-БАЛКАРСКОЙ РЕСПУБЛИКЕ;072501001;Кабардино-Балкарская Респ;84.11.4;ACTIVE;Гучев Ахмед Анатольевич;РУКОВОДИТЕЛЬ;2;несколько кандидатов, взят первый
"ООО ""АК ""ЯМАЛ"", ООО ""АВИАКОМПАНИЯ ""ЯМАЛ""";7710697928;"ООО ""АК ""ЯМАЛ"", ООО ""АВИАКОМПАНИЯ ""ЯМАЛ""";771001001;г Москва;51.10.1;ACTIVE;Майер Александр Сергеевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;3;несколько кандидатов, взят первый
"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 6 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО АСТРАХАНСКОЙ ОБЛАСТИ""";3017032535;ФКУ ИК-6 УФСИН РОССИИ ПО АСТРАХАНСКОЙ ОБЛАСТИ;302501001;Астраханская обл;84.23.4;ACTIVE;Байменов Тимур Сагангалиевич;НАЧАЛЬНИК;1;один кандидат
"АО ""АСПО""";3017064287;"АО ""АСПО""";302501001;Астраханская обл;30.11;ACTIVE;Глушнёв Петр Михайлович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;2;несколько кандидатов, взят первый
"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 44 ГЛАВНОГО УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО КЕМЕРОВСКОЙ ОБЛАСТИ - КУЗБАССУ""";4202010256;ФКУ ИК-44 ГУФСИН РОССИИ ПО КЕМЕРОВСКОЙ ОБЛАСТИ - КУЗБАССУ;420201001;Кемеровская область - Кузбасс;84.23.4;LIQUIDATED;Юрченко Андрей Владимирович;ПРЕДСЕДАТЕЛЬ ЛИКВИДАЦИОННОЙ КОМИССИИ;1;один кандидат
"ООО ""СБД""";7736323532;"ООО ""СБД""";771401001;г Москва;41.20.9;ACTIVE;Кокорев Алексей Сергеевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"ООО ""ЮТЭП""";2311151510;"ООО ""ЮТЭП""";231101001;Краснодарский край;35.30.14;ACTIVE;Караваев Максим Геннадьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
"МУНИЦИПАЛЬНОЕ КАЗЁННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ИМУЩЕСТВОМ, ЗЕМЛЕПОЛЬЗОВАНИЯ И ЗЕМЛЕУСТРОЙСТВА""";2452034665;"МКУ ""УИЗИЗ""";245201001;Красноярский край;68.20.2;ACTIVE;Сивчук Евгения Яковлевна;ДИРЕКТОР;3;несколько кандидатов, взят первый
"ГАПОУ СО ""КРАСНОТУРЬИНСКИЙ ПОЛИТЕХНИКУМ""";6617005641;"ГАПОУ СО ""КРАСНОТУРЬИНСКИЙ ПОЛИТЕХНИКУМ""";661701001;Свердловская обл;85.21;ACTIVE;Ветчинникова Надежда Алексеевна;ДИРЕКТОР;1;один кандидат
"ФГАУ ""ЦВППКИО ВС РФ ""ПАТРИОТ""";5032254871;"ФГАУ ""ЦВППКИО ВС РФ ""ПАТРИОТ""";503201001;Московская обл;91.02;LIQUIDATED;Богатиков Роман Иванович;ВРЕМЕННО ИСПОЛНЯЮЩИЙ ОБЯЗАННОСТИ ДИРЕКТОРА;1;один кандидат
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""АВИАЦИОННЫЙ КОМПЛЕКС ИМ. С.В. ИЛЬЮШИНА""";;;;;;;;;;кандидатов нет
"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ КРАСНОДАРСКОГО КРАЯ ""ГУЛЬКЕВИЧСКИЙ РЕАБИЛИТАЦИОННЫЙ ЦЕНТР ДЛЯ ДЕТЕЙ И ПОДРОСТКОВ С ОГРАНИЧЕННЫМИ ВО";;;;;;;;;;кандидатов нет
"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РАЙОННЫЕ ТЕПЛОВЫЕ СЕТИ"" КОНАКОВСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН ТВЕРСКОЙ ОБЛАСТИ";;;;;;;;;;кандидатов нет
"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛЕДСТВЕННЫЙ ИЗОЛЯТОР № 2 ГЛАВНОГО УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО НОВОСИБИРСКОЙ ОБЛАСТИ""";5447104175;ФКУ СИЗО-2 ГУФСИН РОССИИ ПО НОВОСИБИРСКОЙ ОБЛАСТИ;544701001;Новосибирская обл;84.23.4;ACTIVE;Астанин Евгений Викторович;НАЧАЛЬНИК УЧРЕЖДЕНИЯ;1;один кандидат
"АО ""ПРИМАВТОДОР""";2538099431;"АО ""ПРИМАВТОДОР""";253801001;Приморский край;52.21.22;ACTIVE;Зайцев Николай Викторович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
АДМИНИСТРАЦИЯ ЗДВИНСКОГО СЕЛЬСОВЕТА ЗДВИНСКОГО РАЙОНА НОВОСИБИРСКОЙ ОБЛАСТИ;5421100289;АДМИНИСТРАЦИЯ ЛЯНИНСКОГО СЕЛЬСОВЕТА;542101001;Новосибирская обл;84.11.31;ACTIVE;Зайцева Ольга Алексеевна;ГЛАВА ЛЯНИНСКОГО СЕЛЬСОВЕТА ЗДВИНСКОГО РАЙОНА НОВОСИБИРСКОЙ ОБЛАСТИ;5;несколько кандидатов, взят первый
"УМП ""ВОДОКАНАЛ""";6627012077;"УМП ""ВОДОКАНАЛ""";668401001;Свердловская обл;36.00.2;ACTIVE;Шуреков Дмитрий Андреевич;ДИРЕКТОР;5;несколько кандидатов, взят первый
"ЕНИСЕЙСКИЙ ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО УЧРЕЖДЕНИЯ ""ГЛАВНОЕ БАССЕЙНОВОЕ УПРАВЛЕНИЕ ПО РЫБОЛОВСТВУ И СОХРАНЕНИЮ ВОДНЫХ БИОЛОГИЧЕСКИХ РЕСУРСОВ""";7708044880;"ЕНИСЕЙСКИЙ ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО УЧРЕЖДЕНИЯ ""ГЛАВНОЕ БАССЕЙНОВОЕ УПРАВЛЕНИЕ ПО РЫБОЛОВСТВУ И СОХРАНЕНИЮ ВОДНЫХ БИОЛОГИЧЕСКИХ РЕСУРСОВ""";246643001;Красноярский край;;ACTIVE;;;1;один кандидат
"АО ""НИИ НПО ""ЛУЧ""";5074070474;"АО ""НИИ НПО ""ЛУЧ""";507401001;Московская обл;72.19.9;ACTIVE;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСАТОМ НАУКА""";;1;один кандидат
"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА ЗАКАЗЧИКА БАЛАХТИНСКОГО РАЙОНА""";2403007884;МКУ СЛУЖБА ЗАКАЗЧИКА;240301001;Красноярский край;70.22;ACTIVE;Шаршавин Никита Евгеньевич;ДИРЕКТОР;1;один кандидат
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ КОМБИНАТ ""АВАНГАРД"" УПРАВЛЕНИЯ ФЕДЕРАЛЬНОГО АГЕНТСТВА ПО ГОСУДАРСТВЕННЫМ РЕЗЕРВАМ ПО ДАЛЬНЕВОСТОЧНОМУ ФЕДЕРАЛЬНО";;;;;;;;;;кандидатов нет
"АО ""Международный аэропорт ""Пермь""";5948043928;"АО ""МЕЖДУНАРОДНЫЙ АЭРОПОРТ ""ПЕРМЬ"", АО ""МАП""";594801001;Пермский край;52.23.11;ACTIVE;Будрин Дмитрий Владимирович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
"СТАВРОПОЛЬСКИЙ ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО КАЗЕННОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""КРАСНОДАРСКИЙ УНИВЕРСИТЕТ МИНИСТЕРСТВА ВНУТРЕННИХ";2311092752;"СТАВРОПОЛЬСКИЙ ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО КАЗЕННОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""КРАСНОДАРСКИЙ УНИВЕРСИТЕТ МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ""";263602001;Ставропольский край;;ACTIVE;;;1;один кандидат
"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 31 ГЛАВНОГО УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО ПРИМОРСКОМУ КРАЮ""";2534005496;ФКУ ИК-31 ГУФСИН РОССИИ ПО ПРИМОРСКОМУ КРАЮ;253401001;Приморский край;84.23.4;ACTIVE;Бойко Игорь Александрович;НАЧАЛЬНИК;1;один кандидат
"КОМИТЕТ ПО ЖИЛИЩНО-КОММУНАЛЬНОМУ ХОЗЯЙСТВУ АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ГОРОД САРАТОВ""";6450049166;КОМИТЕТ ПО ЖКХ;645001001;Саратовская обл;84.11.35;ACTIVE;Сидоров Алексей Сергеевич;"ПРЕДСЕДАТЕЛЬ КОМИТЕТА ПО ЖИЛИЩНО-КОММУНАЛЬНОМУ ХОЗЯЙСТВУ АДМИНИСТРАЦИИ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ГОРОД САРАТОВ""";1;один кандидат
"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ КУЙБЫШЕВСКОГО РАЙОНА ""ГЖАТСКСЕРВИС""";5452004352;"МУП ""ГЖАТСКСЕРВИС""";545201001;Новосибирская обл;35.30.14;ACTIVE;Мишкинов Владимир Михайлович;ДИРЕКТОР;1;один кандидат
"АО ""ЧАП""";7450003519;"АО ""ЧАП""";746001001;Челябинская обл;52.23.11;ACTIVE;Чугунов Александр Владимирович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;2;несколько кандидатов, взят первый
"АО ""КМЗ-СПЕЦМАШ""";3305709037;"АО ""КМЗ-СПЕЦМАШ""";330501001;Владимирская обл;25.40;ACTIVE;Черкасов Михаил Викторович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
АДМИНИСТРАЦИЯ СЕЛИЖАРОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ТВЕРСКОЙ ОБЛАСТИ;6939001112;АДМИНИСТРАЦИЯ СЕЛИЖАРОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА;693901001;Тверская обл;84.11.34;ACTIVE;Маркузов Дмитрий Викторович;ГЛАВА СЕЛИЖАРОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА;1;один кандидат
"ФГБОУ ВО ""ВГСПУ""";3444049187;"ФГБОУ ВО ""ВГСПУ""";344401001;Волгоградская обл;85.22.1;ACTIVE;Коротков Александр Михайлович;РЕКТОР;1;один кандидат
ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ИНСТИТУТ ПРОБЛЕМ КОМПЛЕКСНОГО ОСВОЕНИЯ НЕДР ИМ. АКАДЕМИКА Н.В. МЕЛЬНИКОВА РОССИЙСКОЙ АКАДЕМИИ НАУК;7722013467;ИПКОН РАН;772201001;г Москва;72.19.9;ACTIVE;Шляпин Алексей Владимирович;ДИРЕКТОР;1;один кандидат
"ФГБОУ ВО ""РГСУ"", РГСУ, РОССИЙСКИЙ ГОСУДАРСТВЕННЫЙ СОЦИАЛЬНЫЙ УНИВЕРСИТЕТ";7718084994;"ФГБОУ ВО ""РГСУ"", РГСУ, РОССИЙСКИЙ ГОСУДАРСТВЕННЫЙ СОЦИАЛЬНЫЙ УНИВЕРСИТЕТ";771701001;г Москва;85.22.1;ACTIVE;Хазин Андрей Леонидович;РЕКТОР;1;один кандидат
