marka;nash_profil;tip;sreda;seriya;proizvoditel;pochemu;nashih_upominaniy;nashih_predpriyatiy;znayut;ssylka;godno_kak_slovo_poiska
НД-1,0;;;;;;;0;0;1s-неопознанные;;
НД-1000/20;;;;;;;2;2;только наша база;;
НД-2;;;;;;;3;3;только наша база;;
НД-2,5;;;;;;;0;0;1s-неопознанные;;
НД2;;;;;;;10;4;только наша база;;
НДР 0;;;;;;;3;2;только наша база;;
НЕ-1-61;;;;;;;0;0;1s-неопознанные;;
НЖН-200А;;;;;;;2;1;1s-неопознанные;;
НИМ-120;;;;;;;0;0;1s-неопознанные;;
НИМ-120/1;;;оба;;;НИМ-120/1 — заводской номер модернизированной проточной части компрессора, среда не указана.;2;1;1s-среда;;
НИМ-121;;;;;;;0;0;1s-неопознанные;;
НИМ-85;;;;;;;1;1;1s-неопознанные;;
НИМ-86;;;оба;;;НИМ-86 — номер корпуса компрессора, без контекста среды установить невозможно.;2;1;1s-среда, 1s-неопознанные;;
НК 200;;;;;;;5;3;только наша база;;
НК 200/120;;;;;;;48;9;только наша база;;
НК 200/120-70;;;;;;;7;4;только наша база;;
НК 200/210;;;;;;;18;6;только наша база;;
НК 200/210А;;;;;;;2;2;только наша база;;
НК 200/370;;;;;;;20;11;только наша база;;
НК 210/200;;;;;;;25;7;только наша база;;
НК 210/80;;;;;;;5;3;только наша база;;
НК 360/80;;;;;;;7;2;только наша база;;
НК 560/300;;;;;;;8;3;только наша база;;
НК 65/125;;;;;;;10;5;только наша база;;
НК 65/35-125;;;;;;;12;6;только наша база;;
НК 65/35-240;;;;;;;30;7;только наша база;;
НК 65/35-70;;;;;;;32;11;только наша база;;
НК-100;;;;;;;3;1;1s-неопознанные;;
НК-115;;;;;;;6;1;1s-неопознанные;;
НК-12;;;;;;;0;0;1s-неопознанные;;
НК-140;;;;;;;2;1;1s-неопознанные;;
НК-16-18СТ;;;;;;;4;2;только наша база;;
НК-165;;;;;;;2;1;1s-неопознанные;;
НК-16СТ;;;;;;;2;1;1s-неопознанные;;
НК-180;;;;;;;6;3;1s-неопознанные;;
НК-200;;;;;;;1;1;1s-неопознанные;;
НК-200/120;;;;;;;16;5;только наша база;;
НК-200/120-70;;;;;;;2;2;только наша база;;
НК-200/210;;;;;;;11;4;только наша база;;
НК-200/370;;;не ясно;;;Марка НК-200/370 — это насос, а не компрессор, определить его среду из контекста невозможно.;17;7;1s-среда;;
НК-210;;;;;;;0;0;1s-неопознанные;;
НК-210/200;;;;;;;18;5;только наша база;;
НК-250;;;;;;;10;1;1s-неопознанные;;
НК-560/335-70;;;;;;;13;2;только наша база;;
НК-62;;;;;;;3;3;1s-неопознанные;;
НК-620С;;;;;;;1;1;1s-неопознанные;;
НК-65;;;;;;;1;1;1s-неопознанные;;
НК-65/125;;;;;;;4;3;только наша база;;
НК-65/35;;;;;;;2;2;только наша база;;
НК-65/35-125;;;;;;;14;2;только наша база;;
НК-65/35-240;;;;;;;36;6;только наша база;;
НК-65/35-70;;;;;;;18;5;только наша база;;
НК-85;;;;;;;9;4;1s-неопознанные;;
НК200/120;;;;;;;4;2;только наша база;;
НК200/120-70;;;;;;;2;2;только наша база;;
НКВ 210/200;;;;;;;12;7;только наша база;;
НКВ 360;;;;;;;15;6;только наша база;;
НКВ 360/125;;;;;;;52;11;только наша база;;
НКВ 360/200;;;;;;;18;6;только наша база;;
НКВ 360/320;;;;;;;15;4;только наша база;;
НКВ 360/80;;;;;;;9;6;только наша база;;
НКВ-1000/320;;;;;;;3;2;только наша база;;
НКВ-150;;;воздух;;;Оборудование предназначено для очистных сооружений канализации, где воздуходувки используются для аэрации.;4;1;1s-среда, 1s-неопознанные;;
НКВ-210;;;;;;;0;0;1s-неопознанные;;
НКВ-360;;;;;;;2;2;1s-неопознанные;;
НКВ-360/125;;;;;;;6;2;только наша база;;
НКВ-360/200;;;;;;;12;5;только наша база;;
НКВ-360/320;;;;;;;6;3;только наша база;;
НКВ-360/80;;;;;;;4;2;только наша база;;
НКВ-600/320;;;;;;;2;2;только наша база;;
НКТ-130-2,0;;;;;;;0;0;1s-неопознанные;;
НЛК-100;;;;;;;2;1;1s-неопознанные;;
НМ-100;;;;;;;6;3;только наша база;;
НМ-118;;;;;;;1;1;1s-неопознанные;;
НМ-215;;;;;;;3;1;1s-неопознанные;;
НМ-216;;;;;;;3;1;1s-неопознанные;;
НМ-217;;;;;;;3;1;1s-неопознанные;;
НМ-218;;;;;;;3;1;1s-неопознанные;;
НМ-250;;;воздух;;;Нагнетатель используется для пневмотранспорта в цехе по производству муки.;7;2;1s-среда, 1s-неопознанные;;
НМ-370;;;;;;;1;1;1s-неопознанные;;
НМШ 5-25-2;;;;;;;5;2;только наша база;;
НМШ 5-25-4;;;;;;;5;3;только наша база;;
НМШ 8-25;;;;;;;32;2;только наша база;;
НМШ 8-25-6;;;;;;;4;2;только наша база;;
НМШ-5-25-2,5;;;;;;;0;0;1s-неопознанные;;
НМШ-5-25-4,0;;;;;;;0;0;1s-неопознанные;;
НН-09-125;;;;;;;1;1;1s-неопознанные;;
НН-22-250;;;;;;;1;1;1s-неопознанные;;
НО-1А;;;;;;;2;1;1s-неопознанные;;
НО-1В;;;;;;;2;1;1s-неопознанные;;
НП-01;;;не ясно;;;Набор проктологический НП-01 является медицинским изделием и не относится к компрессорному оборудованию.;2;1;1s-среда, 1s-неопознанные;;
НП-103;;;не ясно;;;НП может быть насосом, а трубопровод масла не раскрывает рабочую среду самой машины-компрессора.;4;2;1s-среда, 1s-неопознанные;;
НП-305;;;;;;;0;0;1s-неопознанные;;
НП-305/1;;;;;;;2;2;только наша база;;
НП-305/2;;;;;;;3;2;только наша база;;
НП-507;;;не ясно;;;НП-507 — насос или аппарат в маслосистеме, рабочая среда компрессора не детерминирована.;1;1;1s-среда, 1s-неопознанные;;
НП-6000;;;;;;;0;0;1s-неопознанные;;
НПО-2024;;;;;;;3;1;1s-неопознанные;;
